CITY_NAME,STATE_PROVINCE,COUNTRY_CODE,POLYGON_WKT
Chilca,Lima,PE,"POLYGON ((-76.79954164899993 -12.221033678999959, -76.06257922599997 -12.258498680999935, -75.90366665999994 -12.532167492999974, -75.88450355099997 -12.599295815999938, -76.99575550599997 -13.340119817999948, -79.24612726499998 -14.323118854999962, -77.01395360299995 -12.362013179999963, -76.79954164899993 -12.221033678999959))"
Huaura,Lima,PE,"POLYGON ((-77.03613781399997 -10.511387463999938, -76.91040952099996 -10.96332448499993, -77.28879325399998 -11.213258133999943, -77.87735970899996 -10.978257171999928, -77.03613781399997 -10.511387463999938))"
Callao,Lima,PE,"POLYGON ((-77.15882336199996 -11.803278405999947, -77.01395360299995 -12.362013179999963, -79.24612726499998 -14.323118854999962, -99.34807887799997 -25.538305236999975, -95.50499014199994 -20.747961500999963, -78.50370513999997 -12.159004196999945, -77.15882336199996 -11.803278405999947))"
Pativilca,Lima,PE,"POLYGON ((-77.55307432099994 -10.140659306999964, -77.04604862799994 -10.257698838999943, -77.03762564999994 -10.27455344799995, -77.03613781399997 -10.511387463999938, -77.87735970899996 -10.978257171999928, -82.79227150299994 -13.134332800999971, -77.55307432099994 -10.140659306999964))"
Huarmey,Ancash,PE,"POLYGON ((-77.90274643899994 -9.732379181999931, -77.55307432099994 -10.140659306999964, -82.79227150299994 -13.134332800999971, -94.23188686599997 -19.07203521499997, -91.71083018099995 -15.524364868999953, -87.65142151299995 -13.378844734999973, -78.96753471299996 -9.816938210999979, -77.90274643899994 -9.732379181999931))"
Huacho,Lima,PE,"POLYGON ((-77.87735970899996 -10.978257171999928, -77.28879325399998 -11.213258133999943, -78.50370513999997 -12.159004196999945, -95.50499014199994 -20.747961500999963, -94.23188686599997 -19.07203521499997, -82.79227150299994 -13.134332800999971, -77.87735970899996 -10.978257171999928))"
Cerro de Pasco,Pasco,PE,"POLYGON ((-77.03762564999994 -10.27455344799995, -75.53239609799994 -10.333146276999969, -75.68918851599994 -10.664830342999949, -76.68177187599997 -11.22624147199997, -76.91040952099996 -10.96332448499993, -77.03613781399997 -10.511387463999938, -77.03762564999994 -10.27455344799995))"
Chosica,Lima,PE,"POLYGON ((-76.67028836799994 -11.261530753999978, -76.48176832899998 -11.430620819999945, -76.06806899099996 -12.207571535999932, -76.06257922599997 -12.258498680999935, -76.79954164899993 -12.221033678999959, -76.97343539699995 -11.719803801999944, -76.67028836799994 -11.261530753999978))"
Huánuco,Huánuco,PE,"POLYGON ((-76.77011951099996 -9.345015847999946, -75.09797415699995 -10.008171778999952, -75.09721581899998 -10.00934998799994, -75.53239609799994 -10.333146276999969, -77.03762564999994 -10.27455344799995, -77.04604862799994 -10.257698838999943, -76.77011951099996 -9.345015847999946))"
Chimbote,Ancash,PE,"POLYGON ((-78.20098354599997 -8.485000183999944, -77.77802370399996 -8.659573901999977, -78.96753471299996 -9.816938210999979, -87.65142151299995 -13.378844734999973, -84.32496891899996 -11.384970863999968, -78.45616328799997 -8.485000183999944, -78.20098354599997 -8.485000183999944))"
Casma,Ancash,PE,"POLYGON ((-77.77802370399996 -8.659573901999977, -77.76094414499994 -8.661250884999959, -77.90274643899994 -9.732379181999931, -78.96753471299996 -9.816938210999979, -77.77802370399996 -8.659573901999977))"
Tocache,San Martín,PE,"POLYGON ((-75.90595016599997 -7.516927762999956, -75.52089091599998 -8.204889071999958, -75.53696662699997 -8.373468990999982, -75.54642707399995 -8.39628274699993, -76.82306184699996 -9.005863964999946, -77.42116095299997 -8.558537009999952, -77.23970490199997 -7.807392179999965, -75.90595016599997 -7.516927762999956))"
Salaverry,La Libertad,PE,"POLYGON ((-78.75358182299993 -8.094677378999961, -78.45616328799997 -8.485000183999944, -84.32496891899996 -11.384970863999968, -80.36190396599994 -8.576758435999977, -78.75358182299993 -8.094677378999961))"
Tarma,Junín,PE,"POLYGON ((-75.67702661299995 -11.072285518999934, -75.38974117599997 -11.47184311999996, -75.72710312899994 -11.67097572299997, -75.90967167099996 -11.322474757999942, -75.67702661299995 -11.072285518999934))"
Chancay,Lima,PE,"POLYGON ((-76.91040952099996 -10.96332448499993, -76.68177187599997 -11.22624147199997, -76.67028836799994 -11.261530753999978, -76.97343539699995 -11.719803801999944, -77.15882336199996 -11.803278405999947, -78.50370513999997 -12.159004196999945, -77.28879325399998 -11.213258133999943, -76.91040952099996 -10.96332448499993))"
Lima,Lima,PE,"POLYGON ((-76.97343539699995 -11.719803801999944, -76.79954164899993 -12.221033678999959, -77.01395360299995 -12.362013179999963, -77.15882336199996 -11.803278405999947, -76.97343539699995 -11.719803801999944))"
La Oroya,Junín,PE,"POLYGON ((-75.90967167099996 -11.322474757999942, -75.72710312899994 -11.67097572299997, -76.06806899099996 -12.207571535999932, -76.48176832899998 -11.430620819999945, -75.90967167099996 -11.322474757999942))"
Junín,Junín,PE,"POLYGON ((-75.68918851599994 -10.664830342999949, -75.67702661299995 -11.072285518999934, -75.90967167099996 -11.322474757999942, -76.48176832899998 -11.430620819999945, -76.67028836799994 -11.261530753999978, -76.68177187599997 -11.22624147199997, -75.68918851599994 -10.664830342999949))"
Huancayo,Junín,PE,"POLYGON ((-75.04167499899995 -11.609887254999933, -74.31205669299999 -12.06366864399996, -74.48749196299997 -12.255325525999979, -75.81509070299995 -12.648001019999981, -75.88450355099997 -12.599295815999938, -75.90366665999994 -12.532167492999974, -75.04167499899995 -11.609887254999933))"
Huancavelica,Huancavelica,PE,"POLYGON ((-74.48749196299997 -12.255325525999979, -74.67413852399994 -13.120862686999942, -74.94652080699996 -13.66568209299993, -75.40120618099996 -13.404003581999973, -75.81509070299995 -12.648001019999981, -74.48749196299997 -12.255325525999979))"
Jauja,Junín,PE,"POLYGON ((-75.38974117599997 -11.47184311999996, -75.08517901199997 -11.544583323999973, -75.04167499899995 -11.609887254999933, -75.90366665999994 -12.532167492999974, -76.06257922599997 -12.258498680999935, -76.06806899099996 -12.207571535999932, -75.72710312899994 -11.67097572299997, -75.38974117599997 -11.47184311999996))"
Satipo,Junín,PE,"POLYGON ((-72.53534510799994 -10.08197802799998, -71.92529698499999 -10.421462491999932, -72.94751165199995 -11.708300982999958, -74.31205669299999 -12.06366864399996, -75.04167499899995 -11.609887254999933, -75.08517901199997 -11.544583323999973, -74.79475541699998 -10.096724433999952, -72.53534510799994 -10.08197802799998))"
Huanta,Ayacucho,PE,"POLYGON ((-72.94751165199995 -11.708300982999958, -73.03634256099997 -12.24272984299995, -73.39536867899994 -12.950389358999928, -74.67413852399994 -13.120862686999942, -74.48749196299997 -12.255325525999979, -74.31205669299999 -12.06366864399996, -72.94751165199995 -11.708300982999958))"
Huaraz,Ancash,PE,"POLYGON ((-77.42116095299997 -8.558537009999952, -76.82306184699996 -9.005863964999946, -76.77011951099996 -9.345015847999946, -77.04604862799994 -10.257698838999943, -77.55307432099994 -10.140659306999964, -77.90274643899994 -9.732379181999931, -77.76094414499994 -8.661250884999959, -77.42116095299997 -8.558537009999952))"
San Ramon,Junín,PE,"POLYGON ((-75.09721581899998 -10.00934998799994, -74.79475541699998 -10.096724433999952, -75.08517901199997 -11.544583323999973, -75.38974117599997 -11.47184311999996, -75.67702661299995 -11.072285518999934, -75.68918851599994 -10.664830342999949, -75.53239609799994 -10.333146276999969, -75.09721581899998 -10.00934998799994))"
Tingo María,Huánuco,PE,"POLYGON ((-75.54642707399995 -8.39628274699993, -75.09797415699995 -10.008171778999952, -76.77011951099996 -9.345015847999946, -76.82306184699996 -9.005863964999946, -75.54642707399995 -8.39628274699993))"
Tournavista,HuRnuco,PE,"POLYGON ((-75.53696662699997 -8.373468990999982, -73.17101567099996 -9.088463710999974, -72.53534510799994 -10.08197802799998, -74.79475541699998 -10.096724433999952, -75.09721581899998 -10.00934998799994, -75.09797415699995 -10.008171778999952, -75.54642707399995 -8.39628274699993, -75.53696662699997 -8.373468990999982))"
Cajabamba,Cajamarca,PE,"POLYGON ((-77.85564692999998 -6.9367557289999695, -77.53489311199996 -6.975982424999927, -77.26504626099995 -7.7555572099999495, -78.33686467099994 -7.699566696999966, -78.42571166399995 -7.5316317989999675, -77.85564692999998 -6.9367557289999695))"
Sechura,Amazonas,PE,"POLYGON ((-77.59387899799998 -4.19281981499995, -77.21314249199997 -4.283058184999959, -77.07698387599999 -4.405501421999929, -77.57640881799995 -5.346245103999934, -78.22146648399996 -5.7553481719999695, -79.32430424199998 -5.036142724999934, -79.31805230299994 -4.964499373999956, -79.25807107699995 -4.862901144999967, -77.59387899799998 -4.19281981499995))"
Ferreñafe,Lambayeque,PE,"POLYGON ((-80.47757894399996 -6.254491818999952, -79.23214477699997 -6.488077769999961, -79.20579390799998 -6.864940923999939, -79.98789906399998 -6.64980118699998, -80.52527615899999 -6.299942683999973, -80.47757894399996 -6.254491818999952))"
Muisne,Esmeraldas,EC,"POLYGON ((-82.76140336299994 3.9558596460000217, -79.28261021799995 0.1558910280000418, -79.40774649699995 -0.0746673119999741, -80.78869518499994 -0.0002878389999523, -85.13897380899994 1.9421947040000305, -85.30726144999994 3.009879574000024, -82.76140336299994 3.9558596460000217))"
Loja,Loja,EC,"POLYGON ((-79.14445485199997 -3.437396197999931, -78.90864265899995 -3.482830263999972, -79.31088330299997 -4.695951476999937, -79.62535904099997 -4.098639455999944, -79.14445485199997 -3.437396197999931))"
Olmos,Lambayeque,PE,"POLYGON ((-79.43957279299997 -5.288988010999958, -79.24911677499995 -5.952030112999978, -80.46886248799996 -6.238104499999963, -80.24564747199997 -5.669396474999928, -79.43957279299997 -5.288988010999958))"
Chota,Cajamarca,PE,"POLYGON ((-78.39300913299996 -6.065422205999937, -78.11055940999995 -6.753961826999955, -79.12695629599995 -6.957127482999965, -79.20425161199995 -6.873519567999949, -79.20579390799998 -6.864940923999939, -79.23214477699997 -6.488077769999961, -79.12538662299994 -6.2048690419999275, -78.39300913299996 -6.065422205999937))"
Macas,Morona Santiago,EC,"POLYGON ((-78.23662621499994 -1.866829743999972, -77.07101277799995 -2.054378890999942, -77.15098026099997 -2.286197404999939, -78.37578812599997 -2.699153209999963, -78.51929057499996 -2.459089411999969, -78.45140101399994 -2.0448311279999416, -78.23662621499994 -1.866829743999972))"
Macará,Loja,EC,"POLYGON ((-80.08982386199995 -3.9022626069999546, -79.62535904099997 -4.098639455999944, -79.31088330299997 -4.695951476999937, -79.25807107699995 -4.862901144999967, -79.31805230299994 -4.964499373999956, -80.29629034999994 -4.661358789999952, -80.60144258799994 -4.2245634629999245, -80.08982386199995 -3.9022626069999546))"
Cuenca,Azuay,EC,"POLYGON ((-79.24557553499994 -2.4944867319999275, -78.45045821699995 -3.2894756359999633, -78.44266730399994 -3.470878746999972, -78.90864265899995 -3.482830263999972, -79.14445485199997 -3.437396197999931, -79.43929526999995 -3.1885200979999695, -79.59152089999998 -2.782621499999948, -79.24557553499994 -2.4944867319999275))"
Guaranda,Bolivar,EC,"POLYGON ((-79.37111347199993 -0.9398727539999641, -79.12504690799994 -1.0845468869999308, -78.79958051299997 -1.457471984999927, -78.87066335899993 -1.8836020229999804, -79.18046607999997 -1.96909244699998, -79.49616757699994 -1.0866082399999755, -79.37111347199993 -0.9398727539999641))"
Otuzco,La Libertad,PE,"POLYGON ((-78.99590289499997 -7.501242290999926, -78.42571166399995 -7.5316317989999675, -78.33686467099994 -7.699566696999966, -78.20098354599997 -8.485000183999944, -78.45616328799997 -8.485000183999944, -78.75358182299993 -8.094677378999961, -79.02008158399997 -7.549692249999964, -78.99590289499997 -7.501242290999926))"
Trujillo,La Libertad,PE,"POLYGON ((-79.02008158399997 -7.549692249999964, -78.75358182299993 -8.094677378999961, -80.36190396599994 -8.576758435999977, -79.02008158399997 -7.549692249999964))"
Juanjuí,San Martín,PE,"POLYGON ((-77.10097103399994 -6.659734639999954, -76.96154010199996 -6.701202481999928, -75.86783868199996 -7.13229991299994, -75.90595016599997 -7.516927762999956, -77.23970490199997 -7.807392179999965, -77.26504626099995 -7.7555572099999495, -77.53489311199996 -6.975982424999927, -77.30641786199999 -6.7013159859999405, -77.10097103399994 -6.659734639999954))"
Cajamarca,Cajamarca,PE,"POLYGON ((-78.11055940999995 -6.753961826999955, -77.85564692999998 -6.9367557289999695, -78.42571166399995 -7.5316317989999675, -78.99590289499997 -7.501242290999926, -79.12695629599995 -6.957127482999965, -78.11055940999995 -6.753961826999955))"
Huamachuco,La Libertad,PE,"POLYGON ((-78.33686467099994 -7.699566696999966, -77.26504626099995 -7.7555572099999495, -77.23970490199997 -7.807392179999965, -77.42116095299997 -8.558537009999952, -77.76094414499994 -8.661250884999959, -77.77802370399996 -8.659573901999977, -78.20098354599997 -8.485000183999944, -78.33686467099994 -7.699566696999966))"
Tarapoto,San Mart,PE,"POLYGON ((-75.18342040499994 -5.810418527999957, -75.15009181899995 -5.869886712999971, -75.86783868199996 -7.13229991299994, -76.96154010199996 -6.701202481999928, -75.18342040499994 -5.810418527999957))"
Lamas,San Martín,PE,"POLYGON ((-75.63680161299999 -4.940563839999925, -75.18342040499994 -5.810418527999957, -76.96154010199996 -6.701202481999928, -77.10097103399994 -6.659734639999954, -75.63680161299999 -4.940563839999925))"
Pucallpa,Ucayali,PE,"POLYGON ((-73.83579013599996 -7.410581143999934, -73.17101567099996 -9.088463710999974, -75.53696662699997 -8.373468990999982, -75.52089091599998 -8.204889071999958, -73.83579013599996 -7.410581143999934))"
Requena,Loreto,PE,"POLYGON ((-75.50579052899997 -4.387794281999959, -71.92937387399996 -5.318150909999929, -71.82083307999994 -5.63827306099995, -73.73127721999998 -6.56353478799997, -75.15009181899995 -5.869886712999971, -75.18342040499994 -5.810418527999957, -75.63680161299999 -4.940563839999925, -75.73099773699994 -4.64675975199998, -75.50579052899997 -4.387794281999959))"
Zamora,Zamora Chinchipe,EC,"POLYGON ((-78.44266730399994 -3.470878746999972, -77.59387899799998 -4.19281981499995, -79.25807107699995 -4.862901144999967, -79.31088330299997 -4.695951476999937, -78.90864265899995 -3.482830263999972, -78.44266730399994 -3.470878746999972))"
Yaupi,Morona Santiago,EC,"POLYGON ((-77.15098026099997 -2.286197404999939, -77.21314249199997 -4.283058184999959, -77.59387899799998 -4.19281981499995, -78.44266730399994 -3.470878746999972, -78.45045821699995 -3.2894756359999633, -78.37578812599997 -2.699153209999963, -77.15098026099997 -2.286197404999939))"
Azogues,Cañar,EC,"POLYGON ((-78.51929057499996 -2.459089411999969, -78.37578812599997 -2.699153209999963, -78.45045821699995 -3.2894756359999633, -79.24557553499994 -2.4944867319999275, -79.22893779299994 -2.471923598999979, -78.51929057499996 -2.459089411999969))"
Moyobamba,San Martín,PE,"POLYGON ((-77.07698387599999 -4.405501421999929, -75.73099773699994 -4.64675975199998, -75.63680161299999 -4.940563839999925, -77.10097103399994 -6.659734639999954, -77.30641786199999 -6.7013159859999405, -77.57640881799995 -5.346245103999934, -77.07698387599999 -4.405501421999929))"
Chachapoyas,Amazonas,PE,"POLYGON ((-77.57640881799995 -5.346245103999934, -77.30641786199999 -6.7013159859999405, -77.53489311199996 -6.975982424999927, -77.85564692999998 -6.9367557289999695, -78.11055940999995 -6.753961826999955, -78.39300913299996 -6.065422205999937, -78.22146648399996 -5.7553481719999695, -77.57640881799995 -5.346245103999934))"
Nauta,Loreto,PE,"POLYGON ((-74.65161278399995 -3.42536598199996, -71.95994442299997 -5.165162838999947, -71.92937387399996 -5.318150909999929, -75.50579052899997 -4.387794281999959, -75.28060302499995 -4.0337433209999745, -74.65161278399995 -3.42536598199996))"
Contamana,Loreto,PE,"POLYGON ((-75.15009181899995 -5.869886712999971, -73.73127721999998 -6.56353478799997, -73.83579013599996 -7.410581143999934, -75.52089091599998 -8.204889071999958, -75.90595016599997 -7.516927762999956, -75.86783868199996 -7.13229991299994, -75.15009181899995 -5.869886712999971))"
