CITY_NAME,STATE_PROVINCE,COUNTRY_CODE,POLYGON_WKT
Gera,Thüringen,DE,"POLYGON ((11.881922488000043 51.364664805000075, 12.498032756000043 50.91423815100006, 12.476442803000054 50.459840772000064, 11.794168701000046 50.64889585000003, 11.881922488000043 51.364664805000075))"
Göttingen,Niedersachsen,DE,"POLYGON ((10.062624289000041 52.00238327100004, 10.627662848000057 51.553154102000065, 10.199784583000053 50.69024651600006, 10.168961077000063 50.66451727900005, 10.102016215000049 50.66334870000003, 9.473491840000065 51.86086776900004, 10.062624289000041 52.00238327100004))"
Wiener Neustadt,Niederösterreich,AT,"POLYGON ((15.330322067000054 48.30514797100005, 16.38178383500002 47.98566998200005, 16.411302973000033 47.50267825800006, 16.008161692000044 47.24413452500005, 15.272768780000035 48.08086242300004, 15.330322067000054 48.30514797100005))"
Vienna,Wien,AT,"POLYGON ((16.002750563000063 48.81831811500007, 16.772202831000072 48.631147068000075, 16.740041955000038 48.14848462100008, 16.38178383500002 47.98566998200005, 15.330322067000054 48.30514797100005, 15.334755031000043 48.38241066300003, 16.002750563000063 48.81831811500007))"
Pizen,Karlovarský,CZ,"POLYGON ((13.452286316000027 50.41133588300005, 13.855950567000036 50.095862183000065, 14.030147941000052 49.53400969300003, 13.791003226000043 49.18805838000003, 12.898786321000046 49.106995976000064, 12.526339509000024 49.748389831000054, 12.664002436000033 50.09297896600003, 13.452286316000027 50.41133588300005))"
Jihlava,Kraj Vysocina,CZ,"POLYGON ((15.10684040700005 49.87632050700006, 16.152610367000023 49.58763716800007, 16.002750563000063 48.81831811500007, 15.334755031000043 48.38241066300003, 15.315225229000077 48.405795270000056, 14.894763468000065 49.52935262200003, 15.10684040700005 49.87632050700006))"
Passau,Bayern,DE,"POLYGON ((13.791003226000043 49.18805838000003, 13.971414030000062 48.75407010500004, 13.721460338000043 47.92480032900005, 12.695528294000042 48.503268895000076, 12.898786321000046 49.106995976000064, 13.791003226000043 49.18805838000003))"
Dresden,Sachsen,DE,"POLYGON ((13.57384729000006 51.785438045000035, 14.309342569000023 51.19335946400008, 13.460310850000042 50.46712934000004, 13.163770457000055 51.585999859000026, 13.167397244000028 51.60302642200003, 13.490430073000027 51.76568935100005, 13.57384729000006 51.785438045000035))"
Prague,Prague,CZ,"POLYGON ((14.599905281000076 50.58995107100003, 15.115846850000025 50.14788020700007, 15.10684040700005 49.87632050700006, 14.894763468000065 49.52935262200003, 14.030147941000052 49.53400969300003, 13.855950567000036 50.095862183000065, 14.599905281000076 50.58995107100003))"
Bolzano,Trentino-Alto Adige,IT,"POLYGON ((10.52322014200007 46.94563045600006, 12.352316944000052 46.828445137000074, 12.416026220000049 46.791949947000035, 12.39972143500006 46.72073274200005, 11.729610010000044 46.01060937500006, 10.443283120000046 46.74576635900007, 10.463145780000048 46.85144510300006, 10.52322014200007 46.94563045600006))"
Szombathely,Vas,HU,"POLYGON ((17.037155533000032 47.600932717000035, 17.07280736200005 47.58210808900003, 17.20802924000003 47.297071198000026, 16.22907616300006 46.75475018600008, 16.033597083000075 47.03409662100006, 16.008161692000044 47.24413452500005, 16.411302973000033 47.50267825800006, 17.037155533000032 47.600932717000035))"
Pardubice,Královéhradecký,CZ,"POLYGON ((15.269458489000044 50.285407459000055, 16.46973096000005 49.90851314900004, 16.152610367000023 49.58763716800007, 15.10684040700005 49.87632050700006, 15.115846850000025 50.14788020700007, 15.269458489000044 50.285407459000055))"
Klagenfurt,Kärnten,AT,"POLYGON ((14.600322825000035 47.47355057300007, 14.978989579000029 46.56293649200006, 14.977792580000028 46.54285277500003, 13.97308797100004 46.17844119100005, 13.81914056000005 46.25938455800008, 13.450604385000076 46.97593557400006, 13.90882483100006 47.46490566500006, 14.600322825000035 47.47355057300007))"
Győr,Gyor-Moson-Sopron,HU,"POLYGON ((18.112161868000044 48.05587907800003, 18.009141342000078 47.505708457000026, 17.324211899000034 47.189887612000064, 17.20802924000003 47.297071198000026, 17.07280736200005 47.58210808900003, 17.462384233000023 48.02659687500005, 18.112161868000044 48.05587907800003))"
Eisenstadt,Burgenland,AT,"POLYGON ((16.740041955000038 48.14848462100008, 17.037155533000032 47.600932717000035, 16.411302973000033 47.50267825800006, 16.38178383500002 47.98566998200005, 16.740041955000038 48.14848462100008))"
Žilina,Žilinský,SK,"POLYGON ((18.792016077000028 49.76420812100008, 19.373361061000026 49.61301107700007, 19.500380934000077 49.429981518000034, 18.632623369000044 48.71549860300007, 18.35620718000007 48.54869224600003, 18.195276209000042 48.76548266900005, 18.20023558300005 49.28014475100008, 18.792016077000028 49.76420812100008))"
Szekszárd,Tolna,HU,"POLYGON ((18.94476979700005 46.90707037300007, 19.068204882000032 46.86752852600006, 19.278095590000078 46.49495467000003, 19.117942877000075 45.92968758200004, 18.606191869000043 45.95094190300006, 18.26250344500005 46.59378505300003, 18.264252630000044 46.66313263200004, 18.94476979700005 46.90707037300007))"
Zlín,Kraj Vysocina,CZ,"POLYGON ((17.749937269000043 49.730462458000034, 18.20023558300005 49.28014475100008, 18.195276209000042 48.76548266900005, 17.14122958100006 48.826521023000055, 17.132963778000033 49.11285069200005, 17.749937269000043 49.730462458000034))"
Wrocław,Lower Silesian,PL,"POLYGON ((17.783547807000048 51.84028962900004, 17.889168219000055 51.76310862500003, 17.238617302000023 50.384885729000075, 16.685048683000048 50.30262578900005, 16.05602110700005 51.149740104000045, 16.35646567300006 51.69698931200003, 17.783547807000048 51.84028962900004))"
Brno,Kraj Vysocina,CZ,"POLYGON ((16.553966673000048 49.97535720500008, 17.132963778000033 49.11285069200005, 17.14122958100006 48.826521023000055, 17.11674837000004 48.79745309300006, 16.772202831000072 48.631147068000075, 16.002750563000063 48.81831811500007, 16.152610367000023 49.58763716800007, 16.46973096000005 49.90851314900004, 16.553966673000048 49.97535720500008))"
Liberec,Liberecký,CZ,"POLYGON ((14.971764995000058 51.49137471500006, 15.95633136300006 51.13191124700006, 15.269458489000044 50.285407459000055, 15.115846850000025 50.14788020700007, 14.599905281000076 50.58995107100003, 14.523787819000063 51.14514927000005, 14.971764995000058 51.49137471500006))"
Bratislava,Bratislavský,SK,"POLYGON ((17.11674837000004 48.79745309300006, 17.462384233000023 48.02659687500005, 17.07280736200005 47.58210808900003, 17.037155533000032 47.600932717000035, 16.740041955000038 48.14848462100008, 16.772202831000072 48.631147068000075, 17.11674837000004 48.79745309300006))"
Trnava,Trnavský,SK,"POLYGON ((17.14122958100006 48.826521023000055, 18.195276209000042 48.76548266900005, 18.35620718000007 48.54869224600003, 18.38638484300003 48.33561008000004, 18.112161868000044 48.05587907800003, 17.462384233000023 48.02659687500005, 17.11674837000004 48.79745309300006, 17.14122958100006 48.826521023000055))"
Olomouc,Moravskoslezský,CZ,"POLYGON ((17.238617302000023 50.384885729000075, 17.675344735000067 50.10281900100006, 17.749937269000043 49.730462458000034, 17.132963778000033 49.11285069200005, 16.553966673000048 49.97535720500008, 16.685048683000048 50.30262578900005, 17.238617302000023 50.384885729000075))"
Ostrava,Moravskoslezský,CZ,"POLYGON ((18.200279471000044 50.29853478200005, 18.752823656000032 49.83438852900008, 18.792016077000028 49.76420812100008, 18.20023558300005 49.28014475100008, 17.749937269000043 49.730462458000034, 17.675344735000067 50.10281900100006, 18.200279471000044 50.29853478200005))"
Opole,Opole,PL,"POLYGON ((17.889168219000055 51.76310862500003, 18.36045090700003 51.69142808600003, 18.665045638000038 51.266673455000046, 18.200279471000044 50.29853478200005, 17.675344735000067 50.10281900100006, 17.238617302000023 50.384885729000075, 17.889168219000055 51.76310862500003))"
Grudziądz,Kuyavian-Pomeranian,PL,"POLYGON ((18.94935709600003 53.951980166000055, 19.68191292000006 53.27816325200007, 19.75256346200007 52.89577882900005, 19.166161971000065 52.654618851000066, 18.443035225000074 53.17082929000003, 18.113855362000038 53.84752404200003, 18.94935709600003 53.951980166000055))"
Haarlem,Noord-Holland,NL,"POLYGON ((3.189040137000063 55.490362987000026, 4.868770035000068 53.26339505800007, 4.743924938000021 52.08864399500004, 4.502482072000021 52.16730497200007, 3.068611059000034 53.88582885800008, 3.189040137000063 55.490362987000026))"
Peterborough,Peterborough,GB,"POLYGON ((0.505211470000063 53.21979213700007, 0.5138889530000483 52.950493882000046, -0.2531588119999242 52.21051286900007, -0.7075752049999551 52.320871615000044, -0.6778113439999629 52.85134493500004, -0.5522994399999561 53.14748848900007, 0.505211470000063 53.21979213700007))"
Ipswich,Suffolk,GB,"POLYGON ((0.6855976110000483 52.47791071100005, 2.38110496500002 52.08426888100007, 2.3521634780000227 52.01412519000007, 1.7853837810000641 51.67843009000006, 1.1925035730000673 51.59613014000007, 0.6361393680000447 52.077292071000045, 0.6855976110000483 52.47791071100005))"
Esbjerg,Syddanmark,DK,"POLYGON ((8.069772667000052 56.79096296000006, 8.908015478000038 55.96688586600004, 9.058259058000033 55.293178529000045, 8.513062952000041 54.50860741900004, 7.763633468000023 54.45778802400008, 6.454184778000069 55.22671400100006, 6.262598957000023 55.386183033000066, 5.712880630000029 56.047498217000054, 6.252033165000057 56.48796288200003, 8.069772667000052 56.79096296000006))"
Cambridge,Cambridgeshire,GB,"POLYGON ((0.5138889530000483 52.950493882000046, 0.6855976110000483 52.47791071100005, 0.6361393680000447 52.077292071000045, 0.2879324960000531 51.754248612000026, -0.0477531169999565 51.86608602600006, -0.2531588119999242 52.21051286900007, 0.5138889530000483 52.950493882000046))"
Middelburg,Zeeland,NL,"POLYGON ((2.900381902000049 52.97794903800008, 4.087399087000051 51.62270537400008, 4.097003587000074 51.60271443100004, 4.002386018000038 51.33225036500005, 3.510929028000021 51.238516754000045, 2.630786194000052 52.42603521900003, 2.900381902000049 52.97794903800008))"
Brugge,Brugge,BE,"POLYGON ((2.630786194000052 52.42603521900003, 3.510929028000021 51.238516754000045, 3.36562084600007 50.87978225100005, 2.5288762080000424 51.09984654600004, 2.3521634780000227 52.01412519000007, 2.38110496500002 52.08426888100007, 2.630786194000052 52.42603521900003))"
The Hague,Zuid-Holland,NL,"POLYGON ((3.068611059000034 53.88582885800008, 4.502482072000021 52.16730497200007, 4.087399087000051 51.62270537400008, 2.900381902000049 52.97794903800008, 3.068611059000034 53.88582885800008))"
Antwerpen,Antwerp,BE,"POLYGON ((4.097003587000074 51.60271443100004, 4.822989231000065 51.53530684100008, 4.97357832900002 51.24202746700007, 4.978871476000052 51.21462734000005, 4.932510842000056 51.02131868500004, 4.795151672000031 50.937983228000064, 4.066406728000061 51.09180776200003, 4.002386018000038 51.33225036500005, 4.097003587000074 51.60271443100004))"
Calais,Nord-Pas-de-Calais,FR,"POLYGON ((2.3521634780000227 52.01412519000007, 2.5288762080000424 51.09984654600004, 2.4669087290000675 50.84271455000004, 2.2225134590000266 50.49466569700007, 1.7011522900000386 50.26294677100003, 1.380243177000068 50.49967310800008, 1.7853837810000641 51.67843009000006, 2.3521634780000227 52.01412519000007))"
Duisburg,Nordrhein-Westfalen,DE,"POLYGON ((6.824981451000042 52.21662530100008, 6.8905907890000435 51.34313219300003, 6.161167802000023 51.23882614400003, 6.12501603100003 51.30605832700007, 6.12501603100003 51.39554304600006, 6.580616208000038 52.070764706000034, 6.824981451000042 52.21662530100008))"
Utrecht,Utrecht,NL,"POLYGON ((5.482309972000053 52.603210843000056, 5.571093019000045 52.39847486300005, 5.5201134500000535 52.03412478800004, 4.878505855000071 51.73160319900006, 4.7915043890000675 52.04032692200008, 5.482309972000053 52.603210843000056))"
Rotterdam,Zuid-Holland,NL,"POLYGON ((4.502482072000021 52.16730497200007, 4.743924938000021 52.08864399500004, 4.7915043890000675 52.04032692200008, 4.878505855000071 51.73160319900006, 4.822989231000065 51.53530684100008, 4.097003587000074 51.60271443100004, 4.087399087000051 51.62270537400008, 4.502482072000021 52.16730497200007))"
''s-Hertogenbosch,Noord-Brabant,NL,"POLYGON ((5.5201134500000535 52.03412478800004, 5.666242280000063 51.74329585700008, 4.97357832900002 51.24202746700007, 4.822989231000065 51.53530684100008, 4.878505855000071 51.73160319900006, 5.5201134500000535 52.03412478800004))"
Arnhem,Gelderland,NL,"POLYGON ((5.571093019000045 52.39847486300005, 6.580616208000038 52.070764706000034, 6.12501603100003 51.39554304600006, 5.666242280000063 51.74329585700008, 5.5201134500000535 52.03412478800004, 5.571093019000045 52.39847486300005))"
Norwich,Norfolk,GB,"POLYGON ((2.967444267000076 56.11054421700004, 3.1179782680000585 56.004214094000076, 3.189040137000063 55.490362987000026, 3.068611059000034 53.88582885800008, 2.900381902000049 52.97794903800008, 2.630786194000052 52.42603521900003, 2.38110496500002 52.08426888100007, 0.6855976110000483 52.47791071100005, 0.5138889530000483 52.950493882000046, 0.505211470000063 53.21979213700007, 1.2652260230000252 54.325827297000046, 2.967444267000076 56.11054421700004))"
Amsterdam,Noord-Holland,NL,"POLYGON ((4.868770035000068 53.26339505800007, 5.470350438000025 52.68432558400008, 5.482309972000053 52.603210843000056, 4.7915043890000675 52.04032692200008, 4.743924938000021 52.08864399500004, 4.868770035000068 53.26339505800007))"
Assen,Drenthe,NL,"POLYGON ((6.178946127000074 53.16274847200003, 6.952568868000071 53.05745344600007, 7.201015469000026 52.605753089000075, 6.860037798000064 52.251381766000065, 6.113375414000075 52.96197392800008, 6.178946127000074 53.16274847200003))"
Dortmund,Nordrhein-Westfalen,DE,"POLYGON ((7.15849090200004 51.895536941000046, 8.105823310000062 51.52985307200004, 8.22316094100006 51.27641785600008, 8.006308183000044 51.001417151000055, 7.733188102000042 50.96669155100005, 7.238589213000068 51.461427385000036, 7.15849090200004 51.895536941000046))"
Zwolle,Overijssel,NL,"POLYGON ((6.113375414000075 52.96197392800008, 6.860037798000064 52.251381766000065, 6.857536750000065 52.24450090800008, 6.824981451000042 52.21662530100008, 6.580616208000038 52.070764706000034, 5.571093019000045 52.39847486300005, 5.482309972000053 52.603210843000056, 5.470350438000025 52.68432558400008, 6.113375414000075 52.96197392800008))"
Bielefeld,Nordrhein-Westfalen,DE,"POLYGON ((8.518272767000042 52.59272974000004, 9.050220944000046 52.45594007400007, 9.203650568000057 51.91565416000003, 8.755856839000046 51.320614086000035, 8.22316094100006 51.27641785600008, 8.105823310000062 51.52985307200004, 8.089978317000032 51.77184309100005, 8.518272767000042 52.59272974000004))"
Münster,Nordrhein-Westfalen,DE,"POLYGON ((7.4390601850000735 52.674524793000046, 8.089978317000032 51.77184309100005, 8.105823310000062 51.52985307200004, 7.15849090200004 51.895536941000046, 6.857536750000065 52.24450090800008, 6.860037798000064 52.251381766000065, 7.201015469000026 52.605753089000075, 7.4390601850000735 52.674524793000046))"
Oldenburg,Niedersachsen,DE,"POLYGON ((7.850901147000059 53.81034823400006, 8.521332940000036 53.236328092000065, 8.46977663000007 52.63822160900003, 7.614772207000044 52.80932650800003, 7.850901147000059 53.81034823400006))"
Bremen,Bremen,DE,"POLYGON ((9.290004087000057 53.59586033200003, 9.50666485000005 53.04272091300004, 9.050220944000046 52.45594007400007, 8.518272767000042 52.59272974000004, 8.46977663000007 52.63822160900003, 8.521332940000036 53.236328092000065, 9.290004087000057 53.59586033200003))"
Hannover,Niedersachsen,DE,"POLYGON ((9.50666485000005 53.04272091300004, 10.193433623000033 52.87823958900003, 10.062624289000041 52.00238327100004, 9.473491840000065 51.86086776900004, 9.203650568000057 51.91565416000003, 9.050220944000046 52.45594007400007, 9.50666485000005 53.04272091300004))"
Braunschweig,Niedersachsen,DE,"POLYGON ((10.649026467000056 53.053468303000045, 10.816037380000068 53.03595071800004, 11.128210491000061 52.829085786000064, 11.008858019000058 51.71098503200005, 10.627662848000057 51.553154102000065, 10.062624289000041 52.00238327100004, 10.193433623000033 52.87823958900003, 10.649026467000056 53.053468303000045))"
Bremerhaven,Bremen,DE,"POLYGON ((8.513062952000041 54.50860741900004, 9.290113290000022 53.97096255800005, 9.290004087000057 53.59586033200003, 8.521332940000036 53.236328092000065, 7.850901147000059 53.81034823400006, 7.763633468000023 54.45778802400008, 8.513062952000041 54.50860741900004))"
Emden,Niedersachsen,DE,"POLYGON ((6.454184778000069 55.22671400100006, 7.763633468000023 54.45778802400008, 7.850901147000059 53.81034823400006, 7.614772207000044 52.80932650800003, 7.4390601850000735 52.674524793000046, 7.201015469000026 52.605753089000075, 6.952568868000071 53.05745344600007, 6.454184778000069 55.22671400100006))"
Osnabrück,Niedersachsen,DE,"POLYGON ((7.614772207000044 52.80932650800003, 8.46977663000007 52.63822160900003, 8.518272767000042 52.59272974000004, 8.089978317000032 51.77184309100005, 7.4390601850000735 52.674524793000046, 7.614772207000044 52.80932650800003))"
Groningen,Groningen,NL,"POLYGON ((6.262598957000023 55.386183033000066, 6.454184778000069 55.22671400100006, 6.952568868000071 53.05745344600007, 6.178946127000074 53.16274847200003, 6.262598957000023 55.386183033000066))"
Flensburg,Schleswig-Holstein,DE,"POLYGON ((9.058259058000033 55.293178529000045, 9.833052547000023 55.20803226000004, 10.018920388000026 54.921671951000064, 9.447239233000062 54.04313492500006, 9.290113290000022 53.97096255800005, 8.513062952000041 54.50860741900004, 9.058259058000033 55.293178529000045))"
Kiel,Schleswig-Holstein,DE,"POLYGON ((10.018920388000026 54.921671951000064, 10.046945479000044 54.915037048000045, 10.718046334000064 54.47372866100005, 10.238863465000065 53.91124123800006, 9.447239233000062 54.04313492500006, 10.018920388000026 54.921671951000064))"
Gießen,Hessen,DE,"POLYGON ((8.755856839000046 51.320614086000035, 9.46962478100005 50.47357787800007, 9.41365563200003 50.38068552300007, 8.451427036000041 50.330934574000025, 8.091754544000025 50.616752345000066, 8.006308183000044 51.001417151000055, 8.22316094100006 51.27641785600008, 8.755856839000046 51.320614086000035))"
Schwerin,Mecklenburg-Vorpommern,DE,"POLYGON ((11.361775350000073 54.54398021500003, 11.371276903000023 54.54318826900004, 12.264292710000063 53.04494412100007, 12.212727081000025 52.975795608000055, 11.128210491000061 52.829085786000064, 10.816037380000068 53.03595071800004, 11.280480977000025 54.49872360300003, 11.361775350000073 54.54398021500003))"
Lübeck,Schleswig-Holstein,DE,"POLYGON ((11.280480977000025 54.49872360300003, 10.816037380000068 53.03595071800004, 10.649026467000056 53.053468303000045, 10.238863465000065 53.91124123800006, 10.718046334000064 54.47372866100005, 11.280480977000025 54.49872360300003))"
Hamburg,Hamburg,DE,"POLYGON ((9.447239233000062 54.04313492500006, 10.238863465000065 53.91124123800006, 10.649026467000056 53.053468303000045, 10.193433623000033 52.87823958900003, 9.50666485000005 53.04272091300004, 9.290004087000057 53.59586033200003, 9.290113290000022 53.97096255800005, 9.447239233000062 54.04313492500006))"
Svendborg,Syddanmark,DK,"POLYGON ((10.970837584000037 55.56834524800007, 11.361775350000073 54.54398021500003, 11.280480977000025 54.49872360300003, 10.718046334000064 54.47372866100005, 10.046945479000044 54.915037048000045, 10.970837584000037 55.56834524800007))"
Potsdam,Brandenburg,DE,"POLYGON ((12.826200479000022 53.354501121000055, 12.909096593000072 53.35319119700006, 13.490430073000027 51.76568935100005, 13.167397244000028 51.60302642200003, 12.377143828000044 52.09276957600008, 12.212727081000025 52.975795608000055, 12.264292710000063 53.04494412100007, 12.826200479000022 53.354501121000055))"
Hillerød,Hovedstaden,DK,"POLYGON ((11.907325282000045 56.79789155600008, 12.363800638000043 56.46478614100005, 12.536629533000053 55.89945707700008, 12.321798865000062 55.691329075000056, 11.466072145000055 56.396158393000064, 11.34100081300005 56.583651770000074, 11.454895110000052 56.71902916300007, 11.907325282000045 56.79789155600008))"
Odense,Syddanmark,DK,"POLYGON ((10.96086163900003 55.93023147500003, 10.970837584000037 55.56834524800007, 10.046945479000044 54.915037048000045, 10.018920388000026 54.921671951000064, 9.833052547000023 55.20803226000004, 10.017496296000047 55.715026558000034, 10.96086163900003 55.93023147500003))"
København,Hovedstaden,DK,"POLYGON ((12.536629533000053 55.89945707700008, 12.830917065000051 55.79140786500005, 12.654380550000042 54.92043836100004, 12.464887756000053 54.84666625600005, 12.370650880000028 54.87089599800004, 12.321798865000062 55.691329075000056, 12.536629533000053 55.89945707700008))"
Roskilde,Sjaælland,DK,"POLYGON ((11.466072145000055 56.396158393000064, 12.321798865000062 55.691329075000056, 12.370650880000028 54.87089599800004, 12.111250612000049 54.859948691000056, 11.466072145000055 56.396158393000064))"
Rostock,Mecklenburg-Vorpommern,DE,"POLYGON ((12.370650880000028 54.87089599800004, 12.464887756000053 54.84666625600005, 12.826200479000022 53.354501121000055, 12.264292710000063 53.04494412100007, 11.371276903000023 54.54318826900004, 12.111250612000049 54.859948691000056, 12.370650880000028 54.87089599800004))"
Århus,Midtjylland,DK,"POLYGON ((10.536081499000034 56.75397508000003, 11.297959272000071 56.561419853000075, 10.96086163900003 55.93023147500003, 10.017496296000047 55.715026558000034, 9.74673112000005 56.12321803900005, 9.887445459000048 56.536341750000076, 10.536081499000034 56.75397508000003))"
Berlin,Berlin,DE,"POLYGON ((13.572034337000048 53.46558127600008, 14.247306976000061 52.617553634000046, 13.57384729000006 51.785438045000035, 13.490430073000027 51.76568935100005, 12.909096593000072 53.35319119700006, 13.572034337000048 53.46558127600008))"
Magdeburg,Sachsen-Anhalt,DE,"POLYGON ((12.212727081000025 52.975795608000055, 12.377143828000044 52.09276957600008, 11.804364684000063 51.52362044600005, 11.347370948000048 51.538852915000064, 11.008858019000058 51.71098503200005, 11.128210491000061 52.829085786000064, 12.212727081000025 52.975795608000055))"
Cottbus,Brandenburg,DE,"POLYGON ((14.247306976000061 52.617553634000046, 14.809001375000037 52.54945507100007, 14.971764995000058 51.49137471500006, 14.523787819000063 51.14514927000005, 14.309342569000023 51.19335946400008, 13.57384729000006 51.785438045000035, 14.247306976000061 52.617553634000046))"
Zielona Góra,Lubusz,PL,"POLYGON ((15.680105455000046 53.12428087100005, 15.915467516000035 53.05279026300008, 16.35646567300006 51.69698931200003, 16.05602110700005 51.149740104000045, 15.95633136300006 51.13191124700006, 14.971764995000058 51.49137471500006, 14.809001375000037 52.54945507100007, 15.680105455000046 53.12428087100005))"
Stralsund,Mecklenburg-Vorpommern,DE,"POLYGON ((13.919926348000047 54.98624919000008, 14.350058665000063 54.72982797700007, 13.572034337000048 53.46558127600008, 12.909096593000072 53.35319119700006, 12.826200479000022 53.354501121000055, 12.464887756000053 54.84666625600005, 12.654380550000042 54.92043836100004, 13.919926348000047 54.98624919000008))"
Szczecin,West Pomeranian,PL,"POLYGON ((14.884753968000041 54.81099973500005, 15.680105455000046 53.12428087100005, 14.809001375000037 52.54945507100007, 14.247306976000061 52.617553634000046, 13.572034337000048 53.46558127600008, 14.350058665000063 54.72982797700007, 14.884753968000041 54.81099973500005))"
Hradec Králové,Královéhradecký,CZ,"POLYGON ((16.05602110700005 51.149740104000045, 16.685048683000048 50.30262578900005, 16.553966673000048 49.97535720500008, 16.46973096000005 49.90851314900004, 15.269458489000044 50.285407459000055, 15.95633136300006 51.13191124700006, 16.05602110700005 51.149740104000045))"
Helsingborg,Skåne,SE,"POLYGON ((12.363800638000043 56.46478614100005, 13.408276178000051 56.203287171000056, 12.830917065000051 55.79140786500005, 12.536629533000053 55.89945707700008, 12.363800638000043 56.46478614100005))"
Karlskrona,Blekinge,SE,"POLYGON ((15.614117950000036 56.93608577300006, 16.265050991000066 55.43424499900004, 14.902197726000054 54.83050187300006, 14.690288010000074 56.28559053200007, 15.614117950000036 56.93608577300006))"
Bydgoszcz,Kuyavian-Pomeranian,PL,"POLYGON ((17.385517453000034 54.14894248200005, 17.888192205000053 53.96222305400005, 18.113855362000038 53.84752404200003, 18.443035225000074 53.17082929000003, 17.582821584000044 52.564495202000046, 16.991720867000026 53.48263646000004, 17.385517453000034 54.14894248200005))"
Poznań,Greater Poland,PL,"POLYGON ((16.991720867000026 53.48263646000004, 17.582821584000044 52.564495202000046, 17.783547807000048 51.84028962900004, 16.35646567300006 51.69698931200003, 15.915467516000035 53.05279026300008, 16.991720867000026 53.48263646000004))"
Koszalin,West Pomeranian,PL,"POLYGON ((16.265050991000066 55.43424499900004, 17.21972455300005 55.36333034000006, 17.385517453000034 54.14894248200005, 16.991720867000026 53.48263646000004, 15.915467516000035 53.05279026300008, 15.680105455000046 53.12428087100005, 14.884753968000041 54.81099973500005, 14.902197726000054 54.83050187300006, 16.265050991000066 55.43424499900004))"
Liepaga,Liepaja,LV,"POLYGON ((19.950725513000066 57.78498309400004, 22.204637756000068 56.374682921000044, 22.17886539400007 56.270255432000056, 19.64858698100005 55.91801365200007, 19.387518820000025 55.991962467000064, 19.268686657000046 56.14008522600005, 19.950725513000066 57.78498309400004))"
Scarborough,North Yorkshire,GB,"POLYGON ((1.8417833600000222 57.493447366000055, 2.3943165390000445 56.87889811000008, 2.967444267000076 56.11054421700004, 1.2652260230000252 54.325827297000046, -0.6759239679999496 53.95957258400006, -0.8610119819999795 54.34767429000004, -0.5919903939999358 55.06513470900006, 0.5440643260000684 56.752535074000036, 1.8417833600000222 57.493447366000055))"
Leeuwarden,Friesland,NL,"POLYGON ((5.712880630000029 56.047498217000054, 6.262598957000023 55.386183033000066, 6.178946127000074 53.16274847200003, 6.113375414000075 52.96197392800008, 5.470350438000025 52.68432558400008, 4.868770035000068 53.26339505800007, 3.189040137000063 55.490362987000026, 3.1179782680000585 56.004214094000076, 5.712880630000029 56.047498217000054))"
Sandnes,Rogaland,NO,"POLYGON ((6.994003626000051 59.01303494700005, 6.252033165000057 56.48796288200003, 5.712880630000029 56.047498217000054, 3.1179782680000585 56.004214094000076, 2.967444267000076 56.11054421700004, 2.3943165390000445 56.87889811000008, 5.117648111000051 58.86205486600005, 6.994003626000051 59.01303494700005))"
Aalborg,Nordjylland,DK,"POLYGON ((9.702325427000062 58.03951060600008, 10.536081499000034 56.75397508000003, 9.887445459000048 56.536341750000076, 8.894948984000052 57.39036027800006, 9.702325427000062 58.03951060600008))"
Stavanger,Rogaland,NO,"POLYGON ((6.118318187000057 59.773499550000054, 7.101292166000064 59.32287149700005, 6.994003626000051 59.01303494700005, 5.117648111000051 58.86205486600005, 6.118318187000057 59.773499550000054))"
Halmstad,Halland,SE,"POLYGON ((12.449108830000057 57.227786999000045, 13.561904518000063 57.16010616400007, 13.772442628000022 56.90938592800006, 13.420831098000065 56.20533708700003, 13.408276178000051 56.203287171000056, 12.363800638000043 56.46478614100005, 11.907325282000045 56.79789155600008, 12.449108830000057 57.227786999000045))"
Viborg,Midtjylland,DK,"POLYGON ((8.894948984000052 57.39036027800006, 9.887445459000048 56.536341750000076, 9.74673112000005 56.12321803900005, 8.908015478000038 55.96688586600004, 8.069772667000052 56.79096296000006, 8.759584886000027 57.34811463200003, 8.894948984000052 57.39036027800006))"
Sorø,Sjaælland,DK,"POLYGON ((11.34100081300005 56.583651770000074, 11.466072145000055 56.396158393000064, 12.111250612000049 54.859948691000056, 11.371276903000023 54.54318826900004, 11.361775350000073 54.54398021500003, 10.970837584000037 55.56834524800007, 10.96086163900003 55.93023147500003, 11.297959272000071 56.561419853000075, 11.34100081300005 56.583651770000074))"
Göteborg,Västra Götaland,SE,"POLYGON ((11.252789201000041 58.528952152000045, 12.46186315500006 57.82766146900008, 12.449108830000057 57.227786999000045, 11.907325282000045 56.79789155600008, 11.454895110000052 56.71902916300007, 11.095235186000025 58.38676770600006, 11.16565020400003 58.460207238000066, 11.252789201000041 58.528952152000045))"
Arendal,Aust-Agder,NO,"POLYGON ((8.116898158000026 60.04173455300008, 9.77386410500003 58.162131447000036, 9.702325427000062 58.03951060600008, 8.894948984000052 57.39036027800006, 8.759584886000027 57.34811463200003, 7.81518571600003 59.77468115100004, 7.962641076000068 59.93301563500006, 8.116898158000026 60.04173455300008))"
